iter	Logloss
333	0.4399526458
334	0.4397470902
335	0.4393147933
336	0.4388942721
337	0.4385673817
338	0.438237533
339	0.437901894
340	0.4377595277
341	0.4374544455
342	0.4372062269
343	0.4369097886
344	0.4366373031
345	0.4363822961
346	0.4361366079
347	0.4357883515
348	0.4353281645
349	0.4351086037
350	0.4348788068
351	0.4345265707
352	0.4341269974
353	0.433813362
354	0.4336225756
355	0.4332524785
356	0.4329018807
357	0.4326921504
358	0.4324805804
359	0.4323437848
360	0.4321807529
361	0.4315690356
362	0.4313705681
363	0.4309292848
364	0.4305838468
365	0.4302755954
366	0.4300199171
367	0.429559162
368	0.4291585676
369	0.4289647448
370	0.4287305127
371	0.4283644877
372	0.4280977173
373	0.4277129075
374	0.4274067503
375	0.4268825672
376	0.4264816017
377	0.4262855204
378	0.4260412928
379	0.425884369
380	0.4254351447
381	0.4250921789
382	0.4247675382
383	0.4245389994
384	0.424196534
385	0.4238299848
386	0.4234159578
387	0.4231516201
388	0.4229397287
389	0.4226803835
390	0.4223517721
391	0.422058962
392	0.4217468028
393	0.4213345972
394	0.4209432846
395	0.4206029201
396	0.4202705499
397	0.4199788627
398	0.4197436985
399	0.4195211998
400	0.4192935769
401	0.4190858071
402	0.4188693919
403	0.4186498957
404	0.4183985792
405	0.4180631153
406	0.4176839459
407	0.4174064173
408	0.4172554729
409	0.4170207056
410	0.4167711664
411	0.4164698472
412	0.4162354194
413	0.4159572057
414	0.4156124058
415	0.4153909109
416	0.4149759136
417	0.4148055525
418	0.414341811
419	0.4140862025
420	0.4138340351
421	0.4136339097
422	0.4133562288
423	0.4131226771
424	0.4129687959
425	0.4127146781
426	0.4124911287
427	0.4121950107
428	0.4120387767
429	0.4118540656
430	0.411596183
431	0.4113018568
432	0.4110282741
433	0.4107912417
434	0.4105017837
435	0.4100502971
436	0.4097567528
437	0.4094968893
438	0.4092172074
439	0.4089321327
440	0.408651191
441	0.4084429697
442	0.4081954085
443	0.4080124497
444	0.4078148344
445	0.4075760609
446	0.407446781
447	0.407140295
448	0.4065480634
449	0.4063253275
450	0.4061736939
451	0.4060174653
452	0.4057759913
453	0.4054961563
454	0.405307811
455	0.4050608572
456	0.4047414648
457	0.4044610005
458	0.4042367166
459	0.4039212427
460	0.4036421337
461	0.4034793677
462	0.4033088514
463	0.4030658989
464	0.4028635499
465	0.4026920967
466	0.4023728957
467	0.4020924213
468	0.4018332239
469	0.4015405691
470	0.4013726283
471	0.4010992602
472	0.400699014
473	0.4003808308
474	0.4000863524
475	0.399796359
476	0.3996474978
477	0.3993236146
478	0.3990290933
479	0.398926154
480	0.3986020262
481	0.3982785743
482	0.3981615331
483	0.3980561447
484	0.3979457561
485	0.3976426674
486	0.39736696
487	0.3968577921
488	0.3965964808
489	0.3962765911
490	0.3959533732
491	0.3957562687
492	0.3954204796
493	0.3952940922
494	0.3949599888
495	0.3947707827
496	0.3944128992
497	0.3941900169
498	0.393825287
499	0.3935373878
500	0.3933313531
501	0.3928371475
502	0.3926082291
503	0.3923956927
504	0.3921436919
505	0.3919341344
506	0.3914686921
507	0.3911095116
508	0.3908462817
509	0.3906632148
510	0.3903820641
511	0.3901228542
512	0.3899286085
513	0.3898369777
514	0.3895593644
515	0.3892780184
516	0.3891197434
517	0.3889533697
518	0.388550492
519	0.3884260608
520	0.3882055628
521	0.3880192886
522	0.3878552135
523	0.3876554465
524	0.387425369
525	0.3871328706
526	0.3869142026
527	0.3866720215
528	0.3862799166
529	0.3861428991
530	0.3859630268
531	0.3856935017
532	0.3854244632
533	0.3852562441
534	0.384989189
535	0.3847002402
536	0.384624332
537	0.3843905268
538	0.3841087805
539	0.3837949026
540	0.383379887
541	0.3831028947
542	0.382660071
543	0.3821789481
544	0.3817683003
545	0.3815147307
546	0.3812076265
547	0.3809663572
548	0.3807585482
549	0.3804951665
550	0.3802975241
551	0.3801477594
552	0.3798723614
553	0.3797365345
554	0.3795716643
555	0.3793739142
556	0.3791195137
557	0.3789573479
558	0.3787154191
559	0.3785214275
560	0.3782347109
561	0.3779063642
562	0.3777248462
563	0.3775250243
564	0.3773954889
565	0.3771053221
566	0.3767238791
567	0.3765236491
568	0.376174374
569	0.3759808603
570	0.3757732605
571	0.3754749817
572	0.3752928566
573	0.3750409855
574	0.374877385
575	0.3745878507
576	0.374205144
577	0.3739100394
578	0.3736486022
579	0.3734484413
580	0.3730421154
581	0.3728236359
582	0.3726617153
583	0.3723210955
584	0.3721389034
585	0.3719040075
586	0.3715377701
587	0.3713586667
588	0.3712553738
589	0.3708729613
590	0.3706693687
591	0.3704029656
592	0.3701918563
593	0.3699995692
594	0.3697471343
595	0.3694268763
596	0.3690741466
597	0.3687208337
598	0.3685221827
599	0.3683154682
600	0.3680701455
601	0.3678303373
602	0.3675448874
603	0.3673902014
604	0.3672115771
605	0.3670384393
606	0.3668300108
607	0.366591289
608	0.3662385664
609	0.3661756847
610	0.3659904626
611	0.3658658291
612	0.3656653925
613	0.3655129545
614	0.3651670308
615	0.3650296088
616	0.3647359729
617	0.3645305291
618	0.3641771888
619	0.3639259468
620	0.3636931432
621	0.3635246395
622	0.3633739151
623	0.3631716792
624	0.3629402305
625	0.362561
626	0.3624248893
627	0.3621944933
628	0.3620367053
629	0.3618924873
630	0.3616667129
631	0.3614221071
632	0.3611485341
633	0.3609408764
634	0.3607367266
635	0.3605255965
636	0.3603693499
637	0.3600473404
638	0.3596571625
639	0.3594971841
640	0.3592527038
641	0.3590616991
642	0.3589267774
643	0.3587169782
644	0.3585128104
645	0.3582560996
646	0.3580759682
647	0.3578650912
648	0.3576038027
649	0.3575163339
650	0.3571784764
651	0.3569619115
652	0.3567827732
653	0.3565826543
654	0.3564293697
655	0.3562414447
656	0.3561131168
657	0.3558145491
658	0.3557130079
659	0.3554281326
660	0.3550609436
661	0.3549719479
662	0.3546676294
663	0.3545792801
664	0.3544829437
665	0.3542309575
666	0.3539487095
667	0.3535698931
668	0.3532976034
669	0.3530615968
670	0.352725257
671	0.3524002623
672	0.3523425591
673	0.3521298163
674	0.3518105796
675	0.3514708555
676	0.3511690606
677	0.3509461416
678	0.3508313268
679	0.3504580247
680	0.3503137945
681	0.3499783539
682	0.3499016958
683	0.349804626
684	0.3495850793
685	0.3491875017
686	0.3489895668
687	0.3487904658
688	0.3486947192
689	0.3485431557
690	0.3484017453
691	0.3480084178
692	0.3479277119
693	0.3476780154
694	0.3472420281
695	0.3470240946
696	0.3466661134
697	0.3464442319
698	0.3462301954
699	0.346034281
700	0.3457333806
701	0.345506869
702	0.3452814313
703	0.3449003146
704	0.3447728046
705	0.3445124456
706	0.3442085384
707	0.3439813293
708	0.3438149378
709	0.3435593728
710	0.3434238158
711	0.3431124172
712	0.3428597353
713	0.3426589135
714	0.3424456492
715	0.3422296815
716	0.3418907933
717	0.3416889804
718	0.3415551332
719	0.341312977
720	0.3411781279
721	0.3410374778
722	0.3408201975
723	0.3407010117
724	0.3404511515
725	0.3402670214
726	0.3400689006
727	0.3400045643
728	0.3398247234
729	0.3394710551
730	0.3393412608
731	0.3391283274
732	0.3387615703
733	0.3386170238
734	0.3383133455
735	0.3380977879
736	0.3379053366
737	0.3376294078
738	0.3373837538
739	0.3371197103
740	0.3369016847
741	0.3367829929
742	0.3365941448
743	0.3364250667
744	0.3360968415
745	0.3359074616
746	0.3358050572
747	0.3356242424
748	0.3355024397
749	0.3353072887
750	0.3351280625
751	0.3345922163
752	0.3344529925
753	0.3342585251
754	0.3341193991
755	0.3338652524
756	0.3335211421
757	0.3332902865
758	0.3331877728
759	0.3329748277
760	0.3327175409
761	0.3324467113
762	0.3322877153
763	0.3320625151
764	0.3318513953
765	0.331727224
766	0.331461264
767	0.3312822266
768	0.3310934891
769	0.3307846824
770	0.3304495492
771	0.3301775047
772	0.3298956412
773	0.329644321
774	0.3293842029
775	0.3291614381
776	0.329060944
777	0.3288231116
778	0.328695227
779	0.328456887
780	0.3283290565
781	0.328138954
782	0.3278863135
783	0.327688051
784	0.3275175055
785	0.3273664108
786	0.327219728
787	0.327034102
788	0.326877833
789	0.3267838033
790	0.3264905461
791	0.3263988167
792	0.3261483182
793	0.3256503953
794	0.3254771892
795	0.3252770725
796	0.3250911666
797	0.3249344702
798	0.3247988512
799	0.324613525
800	0.3245039375
801	0.3241660927
802	0.3238822586
803	0.3236881221
804	0.3235675522
805	0.323454342
806	0.3231855821
807	0.3230744525
808	0.3228198063
809	0.3227305288
810	0.3226822034
811	0.3224206724
812	0.3222453502
813	0.3220825718
814	0.3218638569
815	0.3216608555
816	0.3213087794
817	0.3210238562
818	0.3207982684
819	0.3206035322
820	0.3204542933
821	0.3202377836
822	0.3201423336
823	0.3199838324
824	0.3198366767
825	0.3195915284
826	0.3194847617
827	0.3192923512
828	0.3189222376
829	0.3187173127
830	0.3185611425
831	0.318188457
832	0.3178434377
833	0.3174294001
834	0.317333929
835	0.3171625228
836	0.317044441
837	0.3169161807
838	0.3167356521
839	0.3164924408
840	0.3163487401
841	0.3162027185
842	0.3160976104
843	0.3158717802
844	0.315653173
845	0.3156063727
846	0.3154040007
847	0.3153378348
848	0.3151915109
849	0.3149790774
850	0.3147023456
851	0.3145090226
852	0.314361856
853	0.3141799877
854	0.3140395643
855	0.3138688917
856	0.3135384115
857	0.3133663116
858	0.3131694185
859	0.3130309218
860	0.3128156426
861	0.31273105
862	0.3125326586
863	0.3122043785
864	0.3120254179
865	0.3119654756
866	0.3119079443
867	0.3117533718
868	0.3116452406
869	0.3114698766
870	0.3111789691
871	0.3108426319
872	0.3106167578
873	0.3103771491
874	0.3101834417
875	0.3100092682
876	0.3098802348
877	0.3096891336
878	0.3093886694
879	0.3091828456
880	0.3090203502
881	0.3087992227
882	0.3086525392
883	0.3084964325
884	0.3082668727
885	0.3080819021
886	0.3079581028
887	0.3077505236
888	0.3074974739
889	0.3074586564
890	0.3071134333
891	0.3068410564
892	0.3066729836
893	0.3063411399
894	0.3060335636
895	0.3059224756
896	0.3058079067
897	0.3057093103
898	0.3055592458
899	0.3054117095
900	0.305209241
901	0.3048144651
902	0.3045667481
903	0.3044966132
904	0.304398804
905	0.3042091327
906	0.3039616324
907	0.3036632151
908	0.3035187509
909	0.3034124879
910	0.3031632373
911	0.3031007963
912	0.3029009888
913	0.3025967176
914	0.3024046313
915	0.3023039631
916	0.3020197275
917	0.3017088244
918	0.3014377944
919	0.3011153058
920	0.3009277705
921	0.3007842392
922	0.3005906365
923	0.3003920132
924	0.3001546429
925	0.2999963487
926	0.2998479358
927	0.2997251327
928	0.2996042483
929	0.2994481231
930	0.2992499068
931	0.2992310645
932	0.2989871724
933	0.2988491025
934	0.2985764908
935	0.2984317115
936	0.2981801263
937	0.2980033048
938	0.2977034186
939	0.2976325867
940	0.2974502837
941	0.2971606345
942	0.2969902235
943	0.2967102116
944	0.2966615345
945	0.2964404018
946	0.2963894951
947	0.2961072223
948	0.2959553118
949	0.2957654829
950	0.2956183411
951	0.2954358509
952	0.2952208892
953	0.2950425225
954	0.2948496858
955	0.2946098494
956	0.2945324957
957	0.2943498738
958	0.2941811304
959	0.2941582774
960	0.2940678453
961	0.2940335316
962	0.2937095367
963	0.2935250032
964	0.2933817008
965	0.2933286859
966	0.2932688196
967	0.2929661981
968	0.2926863969
969	0.2924713329
970	0.2924309782
971	0.292115796
972	0.2917032101
973	0.2915476909
974	0.2911598025
975	0.2910442175
976	0.29095812
977	0.2907022715
978	0.2904738461
979	0.290339351
980	0.2901152377
981	0.2899620775
982	0.2898888158
983	0.2897621861
984	0.2895888606
985	0.2891646569
986	0.28896873
987	0.2887051535
988	0.2884819852
989	0.2883142347
990	0.2879410227
991	0.2877090468
992	0.2874110542
993	0.2871363678
994	0.2869522435
995	0.2867157307
996	0.2865239491
997	0.2863088704
998	0.2862462754
999	0.2860366776
9
